Qualification,Subject,Year,n,pc,Number of entries,Grade threshold
National 5 (SCQF level 5),Graphic Communication,2018,1115,0.205,"5,434",A
National 5 (SCQF level 5),Graphic Communication,2018,2542,0.46799999999999997,"5,434",B & above
National 5 (SCQF level 5),Graphic Communication,2018,3935,0.7240000000000001,"5,434",C & above
National 5 (SCQF level 5),Graphic Communication,2018,4855,0.893,"5,434",D & above
National 5 (SCQF level 5),Graphic Communication,2018,579,0.107,"5,434",U
National 5 (SCQF level 5),Health and Food Technology,2018,230,0.156,"1,474",A
National 5 (SCQF level 5),Health and Food Technology,2018,601,0.408,"1,474",B & above
National 5 (SCQF level 5),Health and Food Technology,2018,976,0.662,"1,474",C & above
National 5 (SCQF level 5),Health and Food Technology,2018,1242,0.843,"1,474",D & above
National 5 (SCQF level 5),Health and Food Technology,2018,232,0.157,"1,474",U
National 5 (SCQF level 5),History,2018,4561,0.315,"14,473",A
National 5 (SCQF level 5),History,2018,8160,0.564,"14,473",B & above
National 5 (SCQF level 5),History,2018,11260,0.778,"14,473",C & above
National 5 (SCQF level 5),History,2018,13079,0.904,"14,473",D & above
National 5 (SCQF level 5),History,2018,1394,0.096,"14,473",U
National 5 (SCQF level 5),Hospitality: Practical Cake Craft,2018,174,0.125,"1,394",A
National 5 (SCQF level 5),Hospitality: Practical Cake Craft,2018,520,0.373,"1,394",B & above
National 5 (SCQF level 5),Hospitality: Practical Cake Craft,2018,864,0.62,"1,394",C & above
National 5 (SCQF level 5),Hospitality: Practical Cake Craft,2018,1150,0.825,"1,394",D & above
National 5 (SCQF level 5),Hospitality: Practical Cake Craft,2018,244,0.175,"1,394",U
National 5 (SCQF level 5),Hospitality: Practical Cookery,2018,331,0.066,"5,035",A
National 5 (SCQF level 5),Hospitality: Practical Cookery,2018,1659,0.32899999999999996,"5,035",B & above
National 5 (SCQF level 5),Hospitality: Practical Cookery,2018,3300,0.655,"5,035",C & above
National 5 (SCQF level 5),Hospitality: Practical Cookery,2018,4377,0.8690000000000001,"5,035",D & above
National 5 (SCQF level 5),Hospitality: Practical Cookery,2018,658,0.131,"5,035",U
National 5 (SCQF level 5),Italian,2018,142,0.49700000000000005,286,A
National 5 (SCQF level 5),Italian,2018,198,0.6920000000000001,286,B & above
National 5 (SCQF level 5),Italian,2018,248,0.867,286,C & above
National 5 (SCQF level 5),Italian,2018,273,0.955,286,D & above
National 5 (SCQF level 5),Italian,2018,13,0.045,286,U
National 5 (SCQF level 5),Latin,2018,362,0.9279999999999999,390,A
National 5 (SCQF level 5),Latin,2018,381,0.977,390,B & above
National 5 (SCQF level 5),Latin,2018,386,0.99,390,C & above
National 5 (SCQF level 5),Latin,2018,389,0.997,390,D & above
National 5 (SCQF level 5),Latin,2018,1,0.003,390,U
National 5 (SCQF level 5),Mathematics,2018,13069,0.314,"41,590",A
National 5 (SCQF level 5),Mathematics,2018,20455,0.49200000000000005,"41,590",B & above
National 5 (SCQF level 5),Mathematics,2018,26894,0.647,"41,590",C & above
National 5 (SCQF level 5),Mathematics,2018,32629,0.785,"41,590",D & above
National 5 (SCQF level 5),Mathematics,2018,8961,0.215,"41,590",U
National 5 (SCQF level 5),Media,2018,247,0.245,"1,007",A
National 5 (SCQF level 5),Media,2018,454,0.451,"1,007",B & above
National 5 (SCQF level 5),Media,2018,680,0.675,"1,007",C & above
National 5 (SCQF level 5),Media,2018,850,0.8440000000000001,"1,007",D & above
National 5 (SCQF level 5),Media,2018,157,0.156,"1,007",U
National 5 (SCQF level 5),Modern Studies,2018,3497,0.295,"11,867",A
National 5 (SCQF level 5),Modern Studies,2018,6006,0.506,"11,867",B & above
National 5 (SCQF level 5),Modern Studies,2018,8322,0.701,"11,867",C & above
National 5 (SCQF level 5),Modern Studies,2018,10157,0.856,"11,867",D & above
National 5 (SCQF level 5),Modern Studies,2018,1710,0.14400000000000002,"11,867",U
National 5 (SCQF level 5),Music,2018,4139,0.583,"7,099",A
National 5 (SCQF level 5),Music,2018,5886,0.8290000000000001,"7,099",B & above
National 5 (SCQF level 5),Music,2018,6735,0.9490000000000001,"7,099",C & above
National 5 (SCQF level 5),Music,2018,7002,0.986,"7,099",D & above
National 5 (SCQF level 5),Music,2018,97,0.013999999999999999,"7,099",U
National 5 (SCQF level 5),Music Technology,2018,388,0.439,883,A
National 5 (SCQF level 5),Music Technology,2018,601,0.6809999999999999,883,B & above
National 5 (SCQF level 5),Music Technology,2018,752,0.852,883,C & above
National 5 (SCQF level 5),Music Technology,2018,842,0.9540000000000001,883,D & above
National 5 (SCQF level 5),Music Technology,2018,41,0.046,883,U
National 5 (SCQF level 5),Philosophy,2018,97,0.359,270,A
National 5 (SCQF level 5),Philosophy,2018,141,0.522,270,B & above
National 5 (SCQF level 5),Philosophy,2018,185,0.685,270,C & above
National 5 (SCQF level 5),Philosophy,2018,221,0.8190000000000001,270,D & above
National 5 (SCQF level 5),Philosophy,2018,49,0.18100000000000002,270,U
National 5 (SCQF level 5),Physical Education,2018,7022,0.456,"15,397",A
National 5 (SCQF level 5),Physical Education,2018,11820,0.768,"15,397",B & above
National 5 (SCQF level 5),Physical Education,2018,14528,0.9440000000000001,"15,397",C & above
National 5 (SCQF level 5),Physical Education,2018,15267,0.992,"15,397",D & above
National 5 (SCQF level 5),Physical Education,2018,130,0.008,"15,397",U
National 5 (SCQF level 5),Physics,2018,4274,0.312,"13,699",A
National 5 (SCQF level 5),Physics,2018,7468,0.545,"13,699",B & above
National 5 (SCQF level 5),Physics,2018,10274,0.75,"13,699",C & above
National 5 (SCQF level 5),Physics,2018,12269,0.8959999999999999,"13,699",D & above
National 5 (SCQF level 5),Physics,2018,1430,0.10400000000000001,"13,699",U
National 5 (SCQF level 5),Practical Electronics,2018,60,0.335,179,A
National 5 (SCQF level 5),Practical Electronics,2018,98,0.547,179,B & above
National 5 (SCQF level 5),Practical Electronics,2018,126,0.7040000000000001,179,C & above
National 5 (SCQF level 5),Practical Electronics,2018,147,0.821,179,D & above
National 5 (SCQF level 5),Practical Electronics,2018,32,0.179,179,U
National 5 (SCQF level 5),Practical Metalworking,2018,489,0.38799999999999996,"1,259",A
National 5 (SCQF level 5),Practical Metalworking,2018,815,0.647,"1,259",B & above
National 5 (SCQF level 5),Practical Metalworking,2018,1023,0.813,"1,259",C & above
National 5 (SCQF level 5),Practical Metalworking,2018,1144,0.909,"1,259",D & above
National 5 (SCQF level 5),Practical Metalworking,2018,115,0.091,"1,259",U
National 5 (SCQF level 5),Practical Woodworking,2018,1855,0.391,"4,748",A
National 5 (SCQF level 5),Practical Woodworking,2018,3138,0.6609999999999999,"4,748",B & above
National 5 (SCQF level 5),Practical Woodworking,2018,4057,0.8540000000000001,"4,748",C & above
National 5 (SCQF level 5),Practical Woodworking,2018,4453,0.938,"4,748",D & above
National 5 (SCQF level 5),Practical Woodworking,2018,295,0.062,"4,748",U
National 5 (SCQF level 5),Psychology,2018,244,0.315,775,A
National 5 (SCQF level 5),Psychology,2018,371,0.479,775,B & above
National 5 (SCQF level 5),Psychology,2018,501,0.6459999999999999,775,C & above
National 5 (SCQF level 5),Psychology,2018,608,0.785,775,D & above
National 5 (SCQF level 5),Psychology,2018,167,0.215,775,U
National 5 (SCQF level 5),"Religious, Moral and Philosophical Studies",2018,786,0.34,"2,309",A
National 5 (SCQF level 5),"Religious, Moral and Philosophical Studies",2018,1233,0.534,"2,309",B & above
National 5 (SCQF level 5),"Religious, Moral and Philosophical Studies",2018,1612,0.698,"2,309",C & above
National 5 (SCQF level 5),"Religious, Moral and Philosophical Studies",2018,1955,0.847,"2,309",D & above
National 5 (SCQF level 5),"Religious, Moral and Philosophical Studies",2018,354,0.153,"2,309",U
National 5 (SCQF level 5),Sociology,2018,55,0.267,206,A
National 5 (SCQF level 5),Sociology,2018,98,0.47600000000000003,206,B & above
National 5 (SCQF level 5),Sociology,2018,136,0.66,206,C & above
National 5 (SCQF level 5),Sociology,2018,164,0.7959999999999999,206,D & above
National 5 (SCQF level 5),Sociology,2018,42,0.204,206,U
National 5 (SCQF level 5),Spanish,2018,2868,0.581,"4,937",A
National 5 (SCQF level 5),Spanish,2018,3807,0.7709999999999999,"4,937",B & above
National 5 (SCQF level 5),Spanish,2018,4442,0.9,"4,937",C & above
National 5 (SCQF level 5),Spanish,2018,4808,0.9740000000000001,"4,937",D & above
National 5 (SCQF level 5),Spanish,2018,129,0.026000000000000002,"4,937",U
National 5 (SCQF level 5),All subjects,2018,98959,0.35100000000000003,"281,785",A
National 5 (SCQF level 5),All subjects,2018,163936,0.5820000000000001,"281,785",B & above
National 5 (SCQF level 5),All subjects,2018,218201,0.774,"281,785",C & above
National 5 (SCQF level 5),All subjects,2018,253127,0.898,"281,785",D & above
National 5 (SCQF level 5),All subjects,2018,28658,0.102,"281,785",U
Highers (SCQF level 6),Accounting,2019,507,0.415,"1,222",A
Highers (SCQF level 6),Accounting,2019,743,0.608,"1,222",B & above
Highers (SCQF level 6),Accounting,2019,961,0.7859999999999999,"1,222",C & above
Highers (SCQF level 6),Accounting,2019,1087,0.89,"1,222",D & above
Highers (SCQF level 6),Accounting,2019,135,0.11,"1,222",U
Highers (SCQF level 6),Administration and IT,2019,1081,0.287,"3,770",A
Highers (SCQF level 6),Administration and IT,2019,2101,0.557,"3,770",B & above
Highers (SCQF level 6),Administration and IT,2019,2955,0.784,"3,770",C & above
Highers (SCQF level 6),Administration and IT,2019,3479,0.9229999999999999,"3,770",D & above
Highers (SCQF level 6),Administration and IT,2019,291,0.077,"3,770",U
Highers (SCQF level 6),Art and Design,2019,1248,0.23800000000000002,"5,233",A
Highers (SCQF level 6),Art and Design,2019,2699,0.516,"5,233",B & above
Highers (SCQF level 6),Art and Design,2019,4212,0.805,"5,233",C & above
Highers (SCQF level 6),Art and Design,2019,5026,0.96,"5,233",D & above
Highers (SCQF level 6),Art and Design,2019,207,0.04,"5,233",U
Highers (SCQF level 6),Biology,2019,2124,0.276,"7,685",A
Highers (SCQF level 6),Biology,2019,3845,0.5,"7,685",B & above
Highers (SCQF level 6),Biology,2019,5588,0.727,"7,685",C & above
Highers (SCQF level 6),Biology,2019,6921,0.9009999999999999,"7,685",D & above
Highers (SCQF level 6),Biology,2019,764,0.099,"7,685",U
Highers (SCQF level 6),Business Management,2019,2609,0.314,"8,322",A
Highers (SCQF level 6),Business Management,2019,4597,0.552,"8,322",B & above
Highers (SCQF level 6),Business Management,2019,6313,0.759,"8,322",C & above
Highers (SCQF level 6),Business Management,2019,7437,0.894,"8,322",D & above
Highers (SCQF level 6),Business Management,2019,885,0.106,"8,322",U
Highers (SCQF level 6),Care,2019,86,0.10300000000000001,838,A
Highers (SCQF level 6),Care,2019,248,0.29600000000000004,838,B & above
Highers (SCQF level 6),Care,2019,465,0.555,838,C & above
Highers (SCQF level 6),Care,2019,655,0.782,838,D & above
Highers (SCQF level 6),Care,2019,183,0.218,838,U
Highers (SCQF level 6),Chemistry,2019,2985,0.297,"10,047",A
Highers (SCQF level 6),Chemistry,2019,5376,0.535,"10,047",B & above
Highers (SCQF level 6),Chemistry,2019,7590,0.755,"10,047",C & above
Highers (SCQF level 6),Chemistry,2019,9240,0.92,"10,047",D & above
Highers (SCQF level 6),Chemistry,2019,807,0.08,"10,047",U
Highers (SCQF level 6),Childcare and Development,2019,56,0.142,393,A
Highers (SCQF level 6),Childcare and Development,2019,132,0.336,393,B & above
Highers (SCQF level 6),Childcare and Development,2019,256,0.6509999999999999,393,C & above
Highers (SCQF level 6),Childcare and Development,2019,348,0.885,393,D & above
Highers (SCQF level 6),Childcare and Development,2019,45,0.115,393,U
Highers (SCQF level 6),Chinese Languages,2019,143,0.8270000000000001,173,A
Highers (SCQF level 6),Chinese Languages,2019,158,0.9129999999999999,173,B & above
Highers (SCQF level 6),Chinese Languages,2019,167,0.965,173,C & above
Highers (SCQF level 6),Chinese Languages,2019,171,0.988,173,D & above
Highers (SCQF level 6),Chinese Languages,2019,2,0.012,173,U
Highers (SCQF level 6),Classical Studies,2019,126,0.321,392,A
Highers (SCQF level 6),Classical Studies,2019,212,0.541,392,B & above
Highers (SCQF level 6),Classical Studies,2019,299,0.763,392,C & above
Highers (SCQF level 6),Classical Studies,2019,343,0.875,392,D & above
Highers (SCQF level 6),Classical Studies,2019,49,0.125,392,U
Highers (SCQF level 6),Computing Science,2019,748,0.23199999999999998,"3,228",A
Highers (SCQF level 6),Computing Science,2019,1420,0.44,"3,228",B & above
Highers (SCQF level 6),Computing Science,2019,2064,0.639,"3,228",C & above
Highers (SCQF level 6),Computing Science,2019,2623,0.813,"3,228",D & above
Highers (SCQF level 6),Computing Science,2019,605,0.187,"3,228",U
Highers (SCQF level 6),Dance,2019,158,0.317,498,A
Highers (SCQF level 6),Dance,2019,285,0.5720000000000001,498,B & above
Highers (SCQF level 6),Dance,2019,413,0.8290000000000001,498,C & above
Highers (SCQF level 6),Dance,2019,478,0.96,498,D & above
Highers (SCQF level 6),Dance,2019,20,0.04,498,U
Highers (SCQF level 6),Design and Manufacture,2019,265,0.11800000000000001,"2,248",A
Highers (SCQF level 6),Design and Manufacture,2019,656,0.292,"2,248",B & above
Highers (SCQF level 6),Design and Manufacture,2019,1219,0.542,"2,248",C & above
Highers (SCQF level 6),Design and Manufacture,2019,1762,0.784,"2,248",D & above
Highers (SCQF level 6),Design and Manufacture,2019,486,0.21600000000000003,"2,248",U
Highers (SCQF level 6),Drama,2019,790,0.27399999999999997,"2,884",A
Highers (SCQF level 6),Drama,2019,1554,0.539,"2,884",B & above
Highers (SCQF level 6),Drama,2019,2287,0.7929999999999999,"2,884",C & above
Highers (SCQF level 6),Drama,2019,2713,0.941,"2,884",D & above
Highers (SCQF level 6),Drama,2019,171,0.059000000000000004,"2,884",U
Highers (SCQF level 6),Economics,2019,235,0.40299999999999997,583,A
Highers (SCQF level 6),Economics,2019,369,0.633,583,B & above
Highers (SCQF level 6),Economics,2019,467,0.8009999999999999,583,C & above
Highers (SCQF level 6),Economics,2019,540,0.9259999999999999,583,D & above
Highers (SCQF level 6),Economics,2019,43,0.07400000000000001,583,U
Highers (SCQF level 6),Engineering Science,2019,296,0.267,"1,110",A
Highers (SCQF level 6),Engineering Science,2019,506,0.456,"1,110",B & above
Highers (SCQF level 6),Engineering Science,2019,725,0.653,"1,110",C & above
Highers (SCQF level 6),Engineering Science,2019,929,0.8370000000000001,"1,110",D & above
Highers (SCQF level 6),Engineering Science,2019,181,0.163,"1,110",U
Highers (SCQF level 6),English,2019,8151,0.23,"35,461",A
Highers (SCQF level 6),English,2019,17030,0.48,"35,461",B & above
Highers (SCQF level 6),English,2019,25967,0.732,"35,461",C & above
Highers (SCQF level 6),English,2019,32523,0.917,"35,461",D & above
Highers (SCQF level 6),English,2019,2938,0.083,"35,461",U
Highers (SCQF level 6),English for Speakers of Other Languages,2019,252,0.321,784,A
Highers (SCQF level 6),English for Speakers of Other Languages,2019,479,0.611,784,B & above
Highers (SCQF level 6),English for Speakers of Other Languages,2019,663,0.846,784,C & above
Highers (SCQF level 6),English for Speakers of Other Languages,2019,745,0.95,784,D & above
Highers (SCQF level 6),English for Speakers of Other Languages,2019,39,0.05,784,U
Highers (SCQF level 6),Environmental Science,2019,76,0.19399999999999998,392,A
Highers (SCQF level 6),Environmental Science,2019,154,0.39299999999999996,392,B & above
Highers (SCQF level 6),Environmental Science,2019,268,0.684,392,C & above
Highers (SCQF level 6),Environmental Science,2019,337,0.86,392,D & above
Highers (SCQF level 6),Environmental Science,2019,55,0.14,392,U
Highers (SCQF level 6),Fashion and Textile Technology,2019,19,0.08800000000000001,215,A
Highers (SCQF level 6),Fashion and Textile Technology,2019,94,0.43700000000000006,215,B & above
Highers (SCQF level 6),Fashion and Textile Technology,2019,160,0.7440000000000001,215,C & above
Highers (SCQF level 6),Fashion and Textile Technology,2019,196,0.912,215,D & above
Highers (SCQF level 6),Fashion and Textile Technology,2019,19,0.08800000000000001,215,U
Highers (SCQF level 6),French,2019,1671,0.489,"3,417",A
Highers (SCQF level 6),French,2019,2415,0.7070000000000001,"3,417",B & above
Highers (SCQF level 6),French,2019,2981,0.872,"3,417",C & above
Highers (SCQF level 6),French,2019,3273,0.958,"3,417",D & above
Highers (SCQF level 6),French,2019,144,0.042,"3,417",U
Highers (SCQF level 6),Gàidhlig,2019,59,0.43700000000000006,135,A
Highers (SCQF level 6),Gàidhlig,2019,96,0.711,135,B & above
Highers (SCQF level 6),Gàidhlig,2019,123,0.9109999999999999,135,C & above
Highers (SCQF level 6),Gàidhlig,2019,133,0.985,135,D & above
Highers (SCQF level 6),Gàidhlig,2019,2,0.015,135,U
Highers (SCQF level 6),Geography,2019,1884,0.27399999999999997,"6,867",A
Highers (SCQF level 6),Geography,2019,3535,0.515,"6,867",B & above
Highers (SCQF level 6),Geography,2019,5195,0.757,"6,867",C & above
Highers (SCQF level 6),Geography,2019,6244,0.909,"6,867",D & above
Highers (SCQF level 6),Geography,2019,623,0.091,"6,867",U
Highers (SCQF level 6),German,2019,419,0.532,787,A
Highers (SCQF level 6),German,2019,579,0.736,787,B & above
Highers (SCQF level 6),German,2019,707,0.898,787,C & above
Highers (SCQF level 6),German,2019,768,0.976,787,D & above
Highers (SCQF level 6),German,2019,19,0.024,787,U
Highers (SCQF level 6),Graphic Communication,2019,630,0.18,"3,497",A
Highers (SCQF level 6),Graphic Communication,2019,1599,0.457,"3,497",B & above
Highers (SCQF level 6),Graphic Communication,2019,2609,0.746,"3,497",C & above
Highers (SCQF level 6),Graphic Communication,2019,3188,0.912,"3,497",D & above
Highers (SCQF level 6),Graphic Communication,2019,309,0.08800000000000001,"3,497",U
Highers (SCQF level 6),Health and Food Technology,2019,127,0.107,"1,191",A
Highers (SCQF level 6),Health and Food Technology,2019,386,0.324,"1,191",B & above
Highers (SCQF level 6),Health and Food Technology,2019,716,0.601,"1,191",C & above
Highers (SCQF level 6),Health and Food Technology,2019,984,0.826,"1,191",D & above
Highers (SCQF level 6),Health and Food Technology,2019,207,0.174,"1,191",U
Highers (SCQF level 6),History,2019,2833,0.284,"9,987",A
Highers (SCQF level 6),History,2019,5269,0.528,"9,987",B & above
Highers (SCQF level 6),History,2019,7267,0.728,"9,987",C & above
Highers (SCQF level 6),History,2019,8617,0.863,"9,987",D & above
Highers (SCQF level 6),History,2019,1370,0.13699999999999998,"9,987",U
Highers (SCQF level 6),Human Biology,2019,1545,0.247,"6,259",A
Highers (SCQF level 6),Human Biology,2019,2857,0.456,"6,259",B & above
Highers (SCQF level 6),Human Biology,2019,4345,0.6940000000000001,"6,259",C & above
Highers (SCQF level 6),Human Biology,2019,5556,0.888,"6,259",D & above
Highers (SCQF level 6),Human Biology,2019,703,0.11199999999999999,"6,259",U
Highers (SCQF level 6),Italian,2019,147,0.665,221,A
Highers (SCQF level 6),Italian,2019,182,0.8240000000000001,221,B & above
Highers (SCQF level 6),Italian,2019,197,0.8909999999999999,221,C & above
Highers (SCQF level 6),Italian,2019,213,0.9640000000000001,221,D & above
Highers (SCQF level 6),Italian,2019,8,0.036000000000000004,221,U
Highers (SCQF level 6),Latin,2019,166,0.6559999999999999,253,A
Highers (SCQF level 6),Latin,2019,206,0.8140000000000001,253,B & above
Highers (SCQF level 6),Latin,2019,233,0.9209999999999999,253,C & above
Highers (SCQF level 6),Latin,2019,245,0.968,253,D & above
Highers (SCQF level 6),Latin,2019,8,0.032,253,U
Highers (SCQF level 6),Mathematics,2019,6127,0.32899999999999996,"18,626",A
Highers (SCQF level 6),Mathematics,2019,10125,0.544,"18,626",B & above
Highers (SCQF level 6),Mathematics,2019,13481,0.7240000000000001,"18,626",C & above
Highers (SCQF level 6),Mathematics,2019,16061,0.862,"18,626",D & above
Highers (SCQF level 6),Mathematics,2019,2565,0.138,"18,626",U
Highers (SCQF level 6),Media,2019,192,0.192,999,A
Highers (SCQF level 6),Media,2019,430,0.43,999,B & above
Highers (SCQF level 6),Media,2019,686,0.687,999,C & above
Highers (SCQF level 6),Media,2019,878,0.879,999,D & above
Highers (SCQF level 6),Media,2019,121,0.121,999,U
Highers (SCQF level 6),Modern Studies,2019,2946,0.34,"8,653",A
Highers (SCQF level 6),Modern Studies,2019,4882,0.564,"8,653",B & above
Highers (SCQF level 6),Modern Studies,2019,6577,0.76,"8,653",C & above
Highers (SCQF level 6),Modern Studies,2019,7692,0.889,"8,653",D & above
Highers (SCQF level 6),Modern Studies,2019,961,0.111,"8,653",U
Highers (SCQF level 6),Music,2019,2301,0.45399999999999996,"5,067",A
Highers (SCQF level 6),Music,2019,3822,0.754,"5,067",B & above
Highers (SCQF level 6),Music,2019,4663,0.92,"5,067",C & above
Highers (SCQF level 6),Music,2019,4964,0.98,"5,067",D & above
Highers (SCQF level 6),Music,2019,103,0.02,"5,067",U
Highers (SCQF level 6),Music Technology,2019,172,0.223,772,A
Highers (SCQF level 6),Music Technology,2019,401,0.519,772,B & above
Highers (SCQF level 6),Music Technology,2019,604,0.782,772,C & above
Highers (SCQF level 6),Music Technology,2019,727,0.9420000000000001,772,D & above
Highers (SCQF level 6),Music Technology,2019,45,0.057999999999999996,772,U
Highers (SCQF level 6),Philosophy,2019,179,0.273,656,A
Highers (SCQF level 6),Philosophy,2019,306,0.466,656,B & above
Highers (SCQF level 6),Philosophy,2019,419,0.639,656,C & above
Highers (SCQF level 6),Philosophy,2019,530,0.8079999999999999,656,D & above
Highers (SCQF level 6),Philosophy,2019,126,0.192,656,U
Highers (SCQF level 6),Photography,2019,524,0.212,"2,473",A
Highers (SCQF level 6),Photography,2019,1237,0.5,"2,473",B & above
Highers (SCQF level 6),Photography,2019,1935,0.782,"2,473",C & above
Highers (SCQF level 6),Photography,2019,2259,0.9129999999999999,"2,473",D & above
Highers (SCQF level 6),Photography,2019,214,0.087,"2,473",U
Highers (SCQF level 6),Physical Education,2019,2717,0.275,"9,896",A
Highers (SCQF level 6),Physical Education,2019,5951,0.601,"9,896",B & above
Highers (SCQF level 6),Physical Education,2019,8699,0.879,"9,896",C & above
Highers (SCQF level 6),Physical Education,2019,9664,0.977,"9,896",D & above
Highers (SCQF level 6),Physical Education,2019,232,0.023,"9,896",U
Highers (SCQF level 6),Physics,2019,2390,0.287,"8,325",A
Highers (SCQF level 6),Physics,2019,4378,0.526,"8,325",B & above
Highers (SCQF level 6),Physics,2019,6239,0.7490000000000001,"8,325",C & above
Highers (SCQF level 6),Physics,2019,7565,0.909,"8,325",D & above
Highers (SCQF level 6),Physics,2019,760,0.091,"8,325",U
Highers (SCQF level 6),Politics,2019,417,0.344,"1,213",A
Highers (SCQF level 6),Politics,2019,779,0.642,"1,213",B & above
Highers (SCQF level 6),Politics,2019,1016,0.838,"1,213",C & above
Highers (SCQF level 6),Politics,2019,1132,0.9329999999999999,"1,213",D & above
Highers (SCQF level 6),Politics,2019,81,0.067,"1,213",U
Highers (SCQF level 6),Psychology,2019,392,0.115,"3,410",A
Highers (SCQF level 6),Psychology,2019,875,0.257,"3,410",B & above
Highers (SCQF level 6),Psychology,2019,1520,0.446,"3,410",C & above
Highers (SCQF level 6),Psychology,2019,2204,0.6459999999999999,"3,410",D & above
Highers (SCQF level 6),Psychology,2019,1206,0.354,"3,410",U
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2019,1037,0.28800000000000003,"3,598",A
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2019,1811,0.503,"3,598",B & above
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2019,2485,0.691,"3,598",C & above
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2019,2993,0.8320000000000001,"3,598",D & above
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2019,605,0.168,"3,598",U
Highers (SCQF level 6),Sociology,2019,188,0.203,927,A
Highers (SCQF level 6),Sociology,2019,362,0.391,927,B & above
Highers (SCQF level 6),Sociology,2019,548,0.591,927,C & above
Highers (SCQF level 6),Sociology,2019,697,0.752,927,D & above
Highers (SCQF level 6),Sociology,2019,230,0.248,927,U
Highers (SCQF level 6),Spanish,2019,1439,0.47100000000000003,"3,054",A
Highers (SCQF level 6),Spanish,2019,2029,0.664,"3,054",B & above
Highers (SCQF level 6),Spanish,2019,2543,0.833,"3,054",C & above
Highers (SCQF level 6),Spanish,2019,2864,0.938,"3,054",D & above
Highers (SCQF level 6),Spanish,2019,190,0.062,"3,054",U
Highers (SCQF level 6),All subjects,2019,52564,0.28300000000000003,"185,914",A
Highers (SCQF level 6),All subjects,2019,97303,0.523,"185,914",B & above
Highers (SCQF level 6),All subjects,2019,138972,0.748,"185,914",C & above
Highers (SCQF level 6),All subjects,2019,167156,0.899,"185,914",D & above
Highers (SCQF level 6),All subjects,2019,18758,0.10099999999999999,"185,914",U
Highers (SCQF level 6),Accounting,2018,442,0.35200000000000004,"1,254",A
Highers (SCQF level 6),Accounting,2018,728,0.581,"1,254",B & above
Highers (SCQF level 6),Accounting,2018,968,0.772,"1,254",C & above
Highers (SCQF level 6),Accounting,2018,1049,0.8370000000000001,"1,254",D & above
Highers (SCQF level 6),Accounting,2018,205,0.163,"1,254",U
Highers (SCQF level 6),Administration and IT,2018,1215,0.3,"4,052",A
Highers (SCQF level 6),Administration and IT,2018,2368,0.584,"4,052",B & above
Highers (SCQF level 6),Administration and IT,2018,3161,0.78,"4,052",C & above
Highers (SCQF level 6),Administration and IT,2018,3500,0.8640000000000001,"4,052",D & above
Highers (SCQF level 6),Administration and IT,2018,552,0.136,"4,052",U
Highers (SCQF level 6),Art and Design,2018,1487,0.281,"5,299",A
Highers (SCQF level 6),Art and Design,2018,3007,0.5670000000000001,"5,299",B & above
Highers (SCQF level 6),Art and Design,2018,4446,0.8390000000000001,"5,299",C & above
Highers (SCQF level 6),Art and Design,2018,4907,0.9259999999999999,"5,299",D & above
Highers (SCQF level 6),Art and Design,2018,392,0.07400000000000001,"5,299",U
Highers (SCQF level 6),Biology,2018,1842,0.252,"7,305",A
Highers (SCQF level 6),Biology,2018,3592,0.49200000000000005,"7,305",B & above
Highers (SCQF level 6),Biology,2018,5364,0.7340000000000001,"7,305",C & above
Highers (SCQF level 6),Biology,2018,6059,0.8290000000000001,"7,305",D & above
Highers (SCQF level 6),Biology,2018,1246,0.171,"7,305",U
Highers (SCQF level 6),Business Management,2018,2753,0.314,"8,756",A
Highers (SCQF level 6),Business Management,2018,5106,0.583,"8,756",B & above
Highers (SCQF level 6),Business Management,2018,6858,0.7829999999999999,"8,756",C & above
Highers (SCQF level 6),Business Management,2018,7499,0.856,"8,756",D & above
Highers (SCQF level 6),Business Management,2018,1257,0.14400000000000002,"8,756",U
Highers (SCQF level 6),Care,2018,143,0.111,"1,285",A
Highers (SCQF level 6),Care,2018,361,0.281,"1,285",B & above
Highers (SCQF level 6),Care,2018,705,0.5489999999999999,"1,285",C & above
Highers (SCQF level 6),Care,2018,866,0.674,"1,285",D & above
Highers (SCQF level 6),Care,2018,419,0.326,"1,285",U
Highers (SCQF level 6),Chemistry,2018,2830,0.28300000000000003,"9,990",A
Highers (SCQF level 6),Chemistry,2018,5355,0.536,"9,990",B & above
Highers (SCQF level 6),Chemistry,2018,7655,0.7659999999999999,"9,990",C & above
Highers (SCQF level 6),Chemistry,2018,8600,0.861,"9,990",D & above
Highers (SCQF level 6),Chemistry,2018,1390,0.139,"9,990",U
Highers (SCQF level 6),Childcare and Development,2018,109,0.142,767,A
Highers (SCQF level 6),Childcare and Development,2018,309,0.40299999999999997,767,B & above
Highers (SCQF level 6),Childcare and Development,2018,528,0.688,767,C & above
Highers (SCQF level 6),Childcare and Development,2018,592,0.772,767,D & above
Highers (SCQF level 6),Childcare and Development,2018,175,0.228,767,U
Highers (SCQF level 6),Chinese Languages,2018,93,0.612,152,A
Highers (SCQF level 6),Chinese Languages,2018,113,0.743,152,B & above
